DSP_project,Soil,Site_Field_ID,PedonID,trt,Label_full,Label,Internal,Internal label,internal Plot,DSP_Pedon,Pedon_Num,DSP_Plot_ID,DSP_Pedon_ID,layer_no,hzdesg,hrzdep_t,hrzdep_b,LayerID,DSP_sample_ID,Sand%,Silt%,Clay%,Texture,Bulk_Density,alt_BD,Water_Content,SOC_pct,TN_pct,KSSL_WSA,ARS_AggStab_MWD,ARS_AggStab_TotalWS,ARS_WS_2-8,ARS_WS_.5-2,ARS_WS_250-250,ARS_WS_53-250,EC,pH,Soil_Respiration,Bglucosidase,Bglucosaminidase,Alkaline Phosphatase,Acid Phosphatase,Phosphodiesterase,Arylsulfatase,POX_C,ACE,WEOC (mg/kg),WEON (mg/kg), KSSL_LabSampleNo,PLFA_ID
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-105-1-0_5-2018,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 105,X,X,S2018KS193105,2,KeN2,KeN2 - 2,2,A1,5,10,KeN2 - 105-2,KeN2 - 2-2,,,,,1.010264954,1.010264954,0.303108808,2.44,,76.33333333,2.205357528,,,,,,,,1.175740276,153.0885663,125.6486157,231.0562144,366.5120743,281.3325114,76.25981492,467.06125,3644.687592,,,196922,KS-193-SW-105-2-5_10-2018
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-105-1-0_5-2018,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 105,X,X,S2018KS193105,2,KeN2,KeN2 - 2,3,A2,10,26,KeN2 - 105-3,KeN2 - 2-3,,,,,1.251321012,1.251321012,0.238255034,1.56,,49.5,1.809314896,,,,,,,,0.852734682,75.76881393,75.00412915,137.1142391,338.3040266,135.955365,40.80072205,232.0985398,2638.7949,,,196923,KS-193-SW-105-3-10_26-2018R
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-105-1-0_5-2018,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 105,X,X,S2018KS193105,2,KeN2,KeN2 - 2,4,Bt1,26,46,KeN2 - 105-4,KeN2 - 2-4,,,,,1.242880214,1.242880214,0.205741627,1.71,,48,1.528391457,,,,,,,,0.76133447,23.31934235,65.43362351,155.1086748,429.7564888,208.1877765,46.2581564,298.4860383,2342.738904,,,196924,KS-193-SW-105-4-26_46-2018
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-105-1-0_5-2018,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 105,X,X,S2018KS193105,2,KeN2,KeN2 - 2,5,Bt2,46,69,KeN2 - 105-5,KeN2 - 2-5,,,,,1.157023325,1.157023325,0.116853933,1.21,,26.16666667,0.972530841,,,,,,,,0.68047906,7.921683836,33.47246937,133.9669896,179.3657589,184.1350271,29.02995111,201.2362192,1545.742602,,,196925,KS-193-SW-105-5-46_69-2018
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-105-1-0_5-2018,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 105,X,X,S2018KS193105,2,KeN2,KeN2 - 2,6,Bt3,69,93,KeN2 - 105-6,KeN2 - 2-6,,,,,1.333901987,1.333901987,0.106430155,0.69,,20.66666667,0.544673062,,,,,,,,0.651925623,2.869245658,22.70600337,93.35801124,29.57291464,61.86419158,15.81876597,97.51167357,952.6992929,,,196926,KS-193-SW-105-6-69_93-2018R
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-105-1-0_5-2018,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 105,X,X,S2018KS193105,2,KeN2,KeN2 - 2,7,Btk,93,100,KeN2 - 105-7,KeN2 - 2-7,,,,,1.425069922,1.425069922,0.136054422,0.55,,11.33333333,0.614224266,,,,,,,,0.771872981,3.939624963,12.50985065,62.29523142,14.49589182,27.02555175,11.6387725,22.13582551,690.8648431,,,196927,KS-193-SW-105-7-93_100-2018R
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-106-1-0_5-2018R,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 106,X,X,S2018KS193106,3,KeN2,KeN2 - 3,1,A1,0,5,KeN2 - 106-1,KeN2 - 3-1,,,,,0.755067817,0.755067817,0.376731302,4.33,,84,1.634679641,,,,,,,,1.747301615,363.6390617,224.1615306,554.8579222,1153.592549,319.5824484,85.59013868,790.1523559,8031.437568,,,196928,KS-193-SW-106-1-0_5-2018R
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-106-1-0_5-2018R,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 106,X,X,S2018KS193106,3,KeN2,KeN2 - 3,2,A1,5,10,KeN2 - 106-2,KeN2 - 3-2,,,,,1.274231752,1.274231752,0.26440678,2.15,,79.83333333,2.309088882,,,,,,,,1.197577538,80.70117205,98.74917474,198.1310055,747.600303,105.2617237,48.57182434,403.9150932,4294.68877,,,196929,KS-193-SW-106-2-5_10-2018
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-106-1-0_5-2018R,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 106,X,X,S2018KS193106,3,KeN2,KeN2 - 3,3,A2,10,25,KeN2 - 106-3,KeN2 - 3-3,,,,,1.104977293,1.104977293,0.25,1.9,,64,1.734376412,,,,,,,,0.931681542,67.78285478,55.09657173,143.3205817,624.2046036,90.80883586,36.02484957,327.9649722,3541.860892,,,196930,KS-193-SW-106-3-10_25-2018
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-106-1-0_5-2018R,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 106,X,X,S2018KS193106,3,KeN2,KeN2 - 3,4,Bt1,25,44,KeN2 - 106-4,KeN2 - 3-4,,,,,1.008049461,1.008049461,0.205741627,1.61,,47,1.015672807,,,,,,,,0.761101196,17.81966187,51.38828989,150.632471,434.0319432,178.9065048,40.28675788,473.2934504,2334.288438,,,196931,KS-193-SW-106-4-25_44-2018
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-106-1-0_5-2018R,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 106,X,X,S2018KS193106,3,KeN2,KeN2 - 3,5,Bt2,44,56,KeN2 - 106-5,KeN2 - 3-5,,,,,1.129093861,1.129093861,0.110864745,1.2,,29.5,0.949549167,,,,,,,,0.735914645,8.369213489,36.26796813,128.1006407,212.3492063,126.7447962,33.90543929,174.9101156,1549.790517,,,196932,KS-193-SW-106-5-44_56-2018
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-106-1-0_5-2018R,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 106,X,X,S2018KS193106,3,KeN2,KeN2 - 3,6,Bt3,56,82,KeN2 - 106-6,KeN2 - 3-6,,,,,1.31662969,1.31662969,0.10421286,0.76,,31.5,1.006290434,,,,,,,,0.750196786,5.006215376,35.32231314,120.2256767,55.88229417,67.21562588,27.80159668,70.47508021,1019.076138,,,196933,KS-193-SW-106-6-56_82-2018
KansasState,Keith,S2018KS_Ke - 3,KS-193-SW-106-1-0_5-2018R,Native Rangeland - w 1 haying,Ref - Native,Ref,KeN2 - 106,X,X,S2018KS193106,3,KeN2,KeN2 - 3,7,Bt4,82,100,KeN2 - 106-7,KeN2 - 3-7,,,,,1.292306998,1.292306998,0.101545254,0.65,,15.16666667,0.510925013,,,,,,,,0.763014613,6.444667771,24.02361373,84.09200286,11.47326916,60.23455477,17.6302433,49.39116857,834.0084703,,,196934,KS-193-SW-106-7-82_100-2018
NCState,Cecil,S2018NC183004,S2018NC183004,Crop,BAU,BAU,X,X,X,C1B ,2,CeC1,CeC1-2,1,Ap1,0,5,S2018NC183004-1,CeC1-2-1,55.1113304,17.49011722,27.39855239,sandy clay loam,1.536133195,1.536133195,0.17473697,1.82,0.16,45.45454545,3.160908105,,,,,,,,5.118,569.0213523,165.8687943,286.4893617,282.9342203,275.3202847,97.69503546,717.02168,7554.663409,,,191271,NC-183-SWSHA-C1B-0_5-03192018
NCState,Cecil,S2018NC183004,S2018NC183004,Crop,BAU,BAU,X,X,X,C1B ,2,CeC1,CeC1-2,2,Ap2,5,10,S2018NC183004-2,CeC1-2-2,52.77983865,16.66288254,30.55727882,sandy clay loam,1.83819412,1.83819412,0.259134563,1.44,0.13,63.2034632,4.128463934,,,,,,,,3.276072252,329.0213523,111.2588652,253.8652482,291.954915,254.1459075,188.8297872,717.1230408,4931.264225,,,191272,NC-183-SWSHA-C1B-05_10-03192018
NCState,Cecil,S2018NC183004,S2018NC183004,Crop,BAU,BAU,X,X,X,C1B ,2,CeC1,CeC1-2,3,Bt1,10,24,S2018NC183004-3,CeC1-2-3,47.24027474,14.44037156,38.3193537,sandy clay,0.859146172,0.859146172,0.139045842,1.02,0.08,33.73493976,2.950581468,,,,,,,,2.814791423,173.5142349,59.92907801,149.964539,129.0983001,183.683274,147.6950355,715.7546692,2632.117859,,,,NC-183-SWSHA-C1B-10_24-03192018
NCState,Cecil,S2018NC183004,S2018NC183004,Crop,BAU,BAU,X,X,X,C1B ,2,CeC1,CeC1-2,4,Bt2,24,61,S2018NC183004-4,CeC1-2-4,15.91183285,10.0654977,74.02266944,clay,1.706353197,1.706353197,0.644986775,0.24,0.02,1.872659176,0.680605239,,,,,,,,2.395181682,14.0569395,8.776595745,16.63120567,66.28233555,113.3451957,26.68439716,713.8625997,144.047296,,,,NC-183-SWSHA-C1B-24_61-03192018
NCState,Cecil,S2018NC183004,S2018NC183004,Crop,BAU,BAU,X,X,X,C1B ,2,CeC1,CeC1-2,5,BC,61,100,S2018NC183004-5,CeC1-2-5,23.49614145,14.98193689,61.52192166,clay,1.891973333,1.891973333,0.561377378,0.14,<0.02,0,3.104575163,,,,,,,,2.282126208,6.049822064,1.241134752,,57.67923134,92.88256228,13.56382979,713.1192867,-9.401482831,,,,
NCState,Cecil,S2018NC183004,S2018NC183005,Crop,BAU,BAU,X,X,X,C1C ,3,CeC1,CeC1-3,1,Ap1,0,5,S2018NC183005-1,CeC1-3-1,56.58113738,15.37508259,28.04378003,sandy clay loam,1.537952109,1.537952109,0.200444283,1.45,0.12,27.23577236,16.70007796,,,,,,,,2.908279603,241.5124555,91.40070922,143.9361702,177.9268293,164.4661922,54.34397163,716.4135148,4759.910045,,,191273,NC-183-SWSHA-C1C-0_5-03192018
NCState,Cecil,S2018NC183004,S2018NC183005,Crop,BAU,BAU,X,X,X,C1C ,3,CeC1,CeC1-3,2,Ap2,5,10,S2018NC183005-2,CeC1-3-2,51.08809795,14.92976561,33.98213644,sandy clay loam,1.678978546,1.678978546,0.316248451,1.17,0.09,38.0952381,41.77489177,,,,,,,,2.586506331,202.1886121,65.60283688,100.141844,162.6644494,138.9679715,68.52836879,716.4304083,3856.015653,,,191274,NC-183-SWSHA-C1C-05_10-03192018
NCState,Cecil,S2018NC183004,S2018NC183005,Crop,BAU,BAU,X,X,X,C1C ,3,CeC1,CeC1-3,3,Bt1,10,21,S2018NC183005-3,CeC1-3-3,50.73005982,16.16961817,33.10032201,sandy clay loam,2.212873793,2.212873793,0.381089966,0.82,0.07,48.65900383,55.93123352,,,,,,,,2.588318117,153.9145907,63.20921986,162.7304965,154.9667406,192.2241993,125.9751773,716.2107931,3571.306257,,,,NC-183-SWSHA-C1C-10_21-03192018
NCState,Cecil,S2018NC183004,S2018NC183005,Crop,BAU,BAU,X,X,X,C1C ,3,CeC1,CeC1-3,4,Bt2,21,55,S2018NC183005-4,CeC1-3-4,15.41577773,12.27828359,72.30593869,clay,1.656120865,1.656120865,0.645471819,0.39,0.04,8.391608392,21.06327408,,,,,,,,2.443375201,10.9430605,14.62765957,14.85815603,60.09238729,125.088968,37.14539007,713.8288128,267.7175758,,,,NC-183-SWSHA-C1C-21_55-03192018
NCState,Cecil,S2018NC183004,S2018NC183005,Crop,BAU,BAU,X,X,X,C1C ,3,CeC1,CeC1-3,5,BC,55,100,S2018NC183005-5,CeC1-3-5,25.60224671,15.60189252,58.79586077,clay,1.764467487,1.764467487,0.677848481,0.14,<0.02,0.8,1.345658226,,,,,,,,3.268462749,1.245551601,96.09929078,,35.98669623,96.97508897,10.54964539,713.271328,-23.50143076,,,,NC-183-SWSHA-C1C-55_100-03192018
NCState,Cecil,S2018NC183004,S2018NC183001,Crop,BAU,BAU,X,X,X,C1Pit ,1,CeC1,CeC1-1,1,Ap1,0,5,S2018NC183001-1,CeC1-1-1,64.41524943,13.51959245,22.06515812,sandy clay loam,0.870713957,0.870713957,0.202263196,1.87,0.1,40.58577406,4.025253918,,,,,,,,5.117934353,512.9715302,123.5815603,673.4751773,221.1751663,475.9074733,248.0141844,716.24458,12687.27021,,,191275,NC-183-SWSHA-C1PIT-0_5-03192018
NCState,Cecil,S2018NC183004,S2018NC183001,Crop,BAU,BAU,X,X,X,C1Pit ,1,CeC1,CeC1-1,2,Ap2,5,10,S2018NC183001-2,CeC1-1-2,62.68707753,13.26873387,24.0441886,sandy clay loam,1.541044262,1.541044262,0.263499955,2.46,0.12,42.68292683,4.562123937,,,,,,,,3.638791898,357.2241993,127.4822695,347.4822695,150.0258684,409.2704626,155.4964539,716.63313,5665.757043,,,191276,NC-183-SWSHA-C1PIT-05_10-03192018
NCState,Cecil,S2018NC183004,S2018NC183001,Crop,BAU,BAU,X,X,X,C1Pit ,1,CeC1,CeC1-1,3,Bt1,10,20,S2018NC183001-3,CeC1-1-3,56.78440972,14.35147916,28.86411111,sandy clay loam,2.127431703,2.127431703,0.331830478,1.37,0.09,38.82352941,3.878807349,,,,,,,,2.942341189,119.0391459,40.07092199,196.7730496,98.72875092,212.6868327,139.0957447,716.0418583,3629.721694,,,,NC-183-SWSHA-C1PIT-10_20-03192018
NCState,Cecil,S2018NC183004,S2018NC183001,Crop,BAU,BAU,X,X,X,C1Pit ,1,CeC1,CeC1-1,4,Bt2,20,42,S2018NC183001-4,CeC1-1-4,18.88197639,13.61479039,67.50323322,clay,1.582248168,1.582248168,0.552205644,0.52,0.03,5.902777778,1.107300859,,,,,,,,2.514034873,26.33451957,11.61347518,74.36170213,50.95343681,97.5088968,46.80851064,714.9437823,938.5032925,,,,NC-183-SWSHA-C1PIT-20_42-03192018
NCState,Cecil,S2018NC183004,S2018NC183001,Crop,BAU,BAU,X,X,X,C1Pit ,1,CeC1,CeC1-1,5,BC,42,69,S2018NC183001-5,CeC1-1-5,15.11576693,16.32367212,68.56056095,clay,1.668044854,1.668044854,0.583062871,0.26,0.02,6.209150327,0.369237035,,,,,,,,2.708620737,11.20996441,5.141843972,5.815602837,56.86622321,98.48754448,20.03546099,714.0315345,188.8469002,,,,NC-183-SWSHA-C1PIT-42_69-03192018
NCState,Cecil,S2018NC183004,S2018NC183001,Crop,BAU,BAU,X,X,X,C1Pit ,1,CeC1,CeC1-1,6,C1,69,100,S2018NC183001-6,CeC1-1-6,28.74253562,24.88077116,46.37669321,clay,1.912587688,1.912587688,0.455271992,0.32,0.02,6.164383562,0.821062494,,,,,,,,4.096805714,8.71886121,22.5177305,,31.4781966,71.61921708,37.41134752,714.3018301,447.2167783,,,,NC-183-SWSHA-C1PIT-69_100-03192018
NCState,Cecil,S2018NC183013,S2018NC183013,Crop,BAU,BAU,X,X,X,C2A ,1,CeC2,CeC2-1,1,Ap1,0,5,S2018NC183013-1,CeC2-1-1,46.49185922,33.69636503,19.81177574,loam,1.182778907,1.182778907,0.571745186,1.43,0.14,8.759124088,0.871526301,,,,,,,,4.982412727,378.8790036,207.5886525,1538.014184,248.902439,936.1565836,228.1560284,718.1873299,6002.216798,,,191277,NC-183-SWSHA-C2A-0_5-03232018
NCState,Cecil,S2018NC183013,S2018NC183013,Crop,BAU,BAU,X,X,X,C2A ,1,CeC2,CeC2-1,2,Ap2,5,10,S2018NC183013-2,CeC2-1-2,46.02809788,34.44056646,19.53133566,loam,1.31531708,1.31531708,0.571745186,1.58,0.16,11.15384615,0.700044158,,,,,,,,4.76681014,410.9074733,215.035461,1563.191489,252.5609756,973.4341637,229.2198582,718.1704364,5674.20188,,,191278,NC-183-SWSHA-C2A-5_10-03232018
NCState,Cecil,S2018NC183013,S2018NC183013,Crop,BAU,BAU,X,X,X,C2A ,1,CeC2,CeC2-1,3,Bt1,10,25,S2018NC183013-3,CeC2-1-3,49.9251374,29.68614559,20.38871702,loam,1.687951854,1.687951854,0.590055583,0.66,0.06,23.55212355,0.694053433,,,,,,,,4.167471183,118.4163701,68.26241135,268.5815603,91.10125647,363.9323843,104.964539,715.6870953,2258.814084,,,,NC-183-SWSHA-C2A-10_25R-03232018
NCState,Cecil,S2018NC183013,S2018NC183013,Crop,BAU,BAU,X,X,X,C2A ,1,CeC2,CeC2-1,4,Bt2,25,43,S2018NC183013-4,CeC2-1-4,57.1227433,16.23892453,26.63833217,sandy clay loam,2.242053577,2.242053577,0.306668839,0.84,0.07,16.66666667,1.389096911,,,,,,,,3.462686256,87.54448399,41.57801418,118.4042553,98.58093126,205.9252669,114.7163121,715.1971844,2008.227728,,,,NC-183-SWSHA-C2A-25_43-03232018
NCState,Cecil,S2018NC183013,S2018NC183013,Crop,BAU,BAU,X,X,X,C2A ,1,CeC2,CeC2-1,5,Bt3,43,100,S2018NC183013-5,CeC2-1-5,13.59222697,22.83610375,63.57166928,clay,1.865538455,1.865538455,0.666449956,0.32,0.02,0.694444444,0.5485708,,,,,,,,3.470658116,24.28825623,9.75177305,,89.26829268,131.13879,42.46453901,713.6091976,245.3775309,,,,NC-183-SWSHA-C2A-43_100R-03232018
NCState,Cecil,S2018NC183013,S2018NC183011,Crop,BAU,BAU,X,X,X,C2B ,2,CeC2,CeC2-2,1,Ap1,0,5,S2018NC183011-1,CeC2-2-1,70.88086146,14.42357127,14.69556727,sandy loam,1.67946359,1.67946359,0.486498767,1.87,0.17,20.70707071,2.044467147,,,,,,,,4.273279512,469.3238434,298.5460993,1524.539007,333.2446415,702.6512456,247.6595745,716.5317691,7351.388373,,,191279,NC-183-SWSHA-C2B-0_5-03232018
NCState,Cecil,S2018NC183013,S2018NC183011,Crop,BAU,BAU,X,X,X,C2B ,2,CeC2,CeC2-2,2,Ap2,5,10,S2018NC183011-2,CeC2-2-2,69.77369953,15.65177993,14.57452054,sandy loam,1.67146037,1.67146037,0.403798827,1.06,0.1,23.67149758,2.643275863,,,,,,,,4.105870444,370.8718861,157.8014184,342.4822695,291.0051737,360.7295374,223.7234043,716.3121539,7476.86167,,,191280,NC-183-SWSHA-C2B-5_10-03232018
NCState,Cecil,S2018NC183013,S2018NC183011,Crop,BAU,BAU,X,X,X,C2B ,2,CeC2,CeC2-2,3,A/B,10,34,S2018NC183011-3,CeC2-2-3,67.8402502,12.21834364,19.94140617,sandy loam,2.20900998,2.20900998,0.356022029,0.67,0.06,12.21719457,1.902148186,,,,,,,,3.442756605,56.85053381,24.91134752,42.71276596,67.41315595,75.88967972,97.07446809,714.4369779,2055.551664,,,191281,NC-183-SWSHA-C2B-10_34-03232018
NCState,Cecil,S2018NC183013,S2018NC183011,Crop,BAU,BAU,X,X,X,C2B ,2,CeC2,CeC2-2,4,Bt1,34,64,S2018NC183011-4,CeC2-2-4,26.75757505,12.08015827,61.16226669,clay,1.838436642,1.838436642,0.577868862,0.22,0.02,2.651515152,0.342415824,,,,,,,,3.208673796,24.73309609,59.57446809,,42.35402809,71.2633452,59.92907801,713.3895824,234.6519366,,,,NC-183-SWSHA-C2B-34_64-03232018
NCState,Cecil,S2018NC183013,S2018NC183011,Crop,BAU,BAU,X,X,X,C2B ,2,CeC2,CeC2-2,5,BC,64,100,S2018NC183011-5,CeC2-2-5,27.53729045,13.52740202,58.93530752,clay,1.811880503,1.811880503,0.573685361,0.23,0.02,5.078125,0.533439746,,,,,,,,2.569837895,29.27046263,3.191489362,14.53900709,38.73244642,52.4911032,6.117021277,713.2375411,90.83367803,,,,NC-183-SWSHA-C2B-64_89-03232018
NCState,Cecil,S2018NC183013,S2018NC183012,Crop,BAU,BAU,X,X,X,C2C ,3,CeC2,CeC2-3,1,Ap1,0,5,S2018NC183012-1,CeC2-3-1,51.60636213,16.88002433,31.51361354,sandy clay loam,1.404807631,1.404807631,0.378334036,1.79,0.17,17.44680851,2.413425006,,,,,,,,3.635168326,627.8914591,233.4751773,794.1134752,354.3569845,711.9039146,237.9078014,717.4271234,7974.487241,,,191282,NC-183-SWSHA-C2C-0_5-03232018
NCState,Cecil,S2018NC183013,S2018NC183012,Crop,BAU,BAU,X,X,X,C2C ,3,CeC2,CeC2-3,2,Ap2,5,10,S2018NC183012-2,CeC2-3-2,49.97147511,17.95422364,32.07430125,sandy clay loam,1.570935076,1.570935076,0.565197097,1.15,0.11,26.92307692,4.102538316,,,,,,,,3.663069837,503.3985765,222.6595745,815.4255319,376.9918699,742.8647687,252.0921986,717.5115908,6308.445243,,,191283,NC-183-SWSHA-C2C-5_10-03232018
NCState,Cecil,S2018NC183013,S2018NC183012,Crop,BAU,BAU,X,X,X,C2C ,3,CeC2,CeC2-3,3,Bt1,10,26,S2018NC183012-3,CeC2-3-3,44.33610579,15.06536222,40.59853199,clay,2.003472739,2.003472739,0.488863355,1.2,0.12,18.33333333,3.12337723,,,,,,,,3.002492499,172.5355872,82.44680851,238.6170213,147.0066519,275.3202847,175.4432624,716.0080713,2470.90545,,,,NC-183-SWSHA-C2C-10_26R-03232018
NCState,Cecil,S2018NC183013,S2018NC183012,Crop,BAU,BAU,X,X,X,C2C ,3,CeC2,CeC2-3,4,Bt2,26,46,S2018NC183012-4,CeC2-3-4,16.50691549,17.51425574,65.97882877,clay,1.636415967,1.636415967,0.662630237,0.46,0.05,3.985507246,0.743819003,,,,,,,,2.524543234,59.34163701,29.07801418,,43.49963045,88.61209964,60.63829787,714.2173627,361.7347792,,,,NC-183-SWSHA-C2C-26_46-03232018
NCState,Cecil,S2018NC183013,S2018NC183012,Crop,BAU,BAU,X,X,X,C2C ,3,CeC2,CeC2-3,5,Bt3,46,100,S2018NC183012-5,CeC2-3-5,20.69916291,25.27407268,54.02676441,clay,1.767317119,1.767317119,0.620916485,0.09,<0.02,0,0.325695921,,,,,,,,2.31655015,3.647686833,2.570921986,,19.84478936,58.54092527,21.63120567,713.4571563,39.55090443,,,,NC-183-SWSHA-C2C-46_94R-03232018
NCState,Cecil,S2018NC183019,S2018NC183018,Crop,BAU,BAU,X,X,X,C3A ,1,CeC3,CeC3-1,1,Ap1,0,5,S2018NC183018-1,CeC3-1-1,57.35743356,17.25443231,25.38813413,sandy clay loam,1.445915079,1.445915079,0.39882713,2.24,0.15,18.38565022,2.710572637,,,,,,,,3.918169368,444.8576512,245.5319149,440.9751773,162.3355506,439.430605,227.8014184,717.4778038,10773.24249,,,191284,NC-183-SWSHA-C3A-0_5-03232018
NCState,Cecil,S2018NC183019,S2018NC183018,Crop,BAU,BAU,X,X,X,C3A ,1,CeC3,CeC3-1,2,Ap2,5,10,S2018NC183018-2,CeC3-1-2,58.84231911,16.33232376,24.82535713,sandy clay loam,1.696318856,1.696318856,0.475585285,1.68,0.11,11.38211382,2.725243063,,,,,,,,3.759819233,245.6049822,179.964539,314.7340426,147.1101256,309.6619217,254.5744681,717.6974191,9328.650153,,,191285,NC-183-SWSHA-C3A-05_10R-03232018
NCState,Cecil,S2018NC183019,S2018NC183018,Crop,BAU,BAU,X,X,X,C3A ,1,CeC3,CeC3-1,3,C1,10,49,S2018NC183018-3,CeC3-1-3,50.29468285,17.32000479,32.38531236,sandy clay loam,1.758586333,1.758586333,0.463519825,1.34,0.08,13.8996139,2.643939137,,,,,,,,2.701735948,64.41281139,70.21276596,45.39007092,82.13599409,93.68327402,209.5390071,716.8358517,5752.081829,,,,NC-183-SWSHA-C3A-10_49-03232018
NCState,Cecil,S2018NC183019,S2018NC183018,Crop,BAU,BAU,X,X,X,C3A ,1,CeC3,CeC3-1,4,2C,49,79,S2018NC183018-4,CeC3-1-4,31.29348543,42.55271268,26.15380189,loam,2.060040953,2.060040953,0.506991861,0.44,0.03,11.97183099,0.76620855,,,,,,,,2.725289172,15.39145907,22.60638298,115.212766,21.2158167,35.14234875,20.56737589,714.369404,2112.862242,,,,NC-183-SWSHA-C3A-49_79-03232018
NCState,Cecil,S2018NC183019,S2018NC183018,Crop,BAU,BAU,X,X,X,C3A ,1,CeC3,CeC3-1,5,3Abp,79,100,S2018NC183018-5,CeC3-1-5,58.71359133,12.17518782,29.11122085,sandy clay loam,2.257514343,2.257514343,0.279991439,0.59,0.06,16.66666667,1.370712285,,,,,,,,2.820226782,35.85409253,36.61347518,,27.88248337,70.72953737,21.27659574,714.7748475,1865.642404,,,,NC-183-SWSHA-C3A-79_100-03232018
NCState,Cecil,S2018NC183019,S2018NC183019,Crop,BAU,BAU,X,X,X,C3B ,2,CeC3,CeC3-2,1,Ap1,0,5,S2018NC183019-1,CeC3-2-1,55.75230173,18.97065915,25.27703912,sandy clay loam,1.597733737,1.597733737,0.435569185,1.86,0.13,54.03225806,2.383617922,,,,,,,,4.021078839,333.5053381,207.2340426,534.5921986,185.2660754,518.7010676,323.1914894,716.987893,10720.5838,,,191286,NC-183-SWSHA-C3B-0_5-03232018
NCState,Cecil,S2018NC183019,S2018NC183019,Crop,BAU,BAU,X,X,X,C3B ,2,CeC3,CeC3-2,2,Ap2,5,10,S2018NC183019-2,CeC3-2-2,49.37465923,20.96101925,29.66432152,sandy clay loam,1.520005495,1.520005495,0.388519953,1.72,0.11,50.58823529,3.704072802,,,,,,,,3.795692605,200.5871886,119.9468085,199.964539,144.2461197,311.797153,442.2163121,716.7344908,8926.346696,,,191287,NC-183-SWSHA-C3B-5_10-03232018
NCState,Cecil,S2018NC183019,S2018NC183019,Crop,BAU,BAU,X,X,X,C3B ,2,CeC3,CeC3-2,3,C,10,39,S2018NC183019-3,CeC3-2-3,47.98169626,19.28492494,32.7333788,sandy clay loam,1.841468164,1.841468164,0.438115664,1.96,0.13,25.57251908,3.68617544,,,,,,,,3.471382831,121.1743772,109.929078,146.7730496,130.9053954,150.2669039,395,716.987893,4791.142169,,,,NC-183-SWSHA-C3B-10_39-03232018
NCState,Cecil,S2018NC183019,S2018NC183019,Crop,BAU,BAU,X,X,X,C3B ,2,CeC3,CeC3-2,4,2C,39,77,S2018NC183019-4,CeC3-2-4,31.74946421,37.615557,30.63497879,clay loam,2.086597092,2.086597092,0.500686293,0.7,0.05,6.060606061,1.885232879,,,,,,,,2.688691086,14.6797153,15.24822695,,,26.69039146,11.34751773,714.1160019,1306.941554,,,,NC-183-SWSHA-C3B-39_77-03232018
NCState,Cecil,S2018NC183019,S2018NC183019,Crop,BAU,BAU,X,X,X,C3B ,2,CeC3,CeC3-2,5,3Abp,77,94,S2018NC183019-5,CeC3-2-5,71.47273463,11.97764659,16.54961878,sandy loam,2.219559679,2.219559679,0.251737647,0.45,0.05,13.36898396,1.215137847,,,,,,,,2.964444983,6.850533808,17.28723404,,18.25572801,17.34875445,24.29078014,714.1666823,1495.297127,,,,NC-183-SWSHA-C3B-77_94-03232018
NCState,Cecil,S2018NC183019,S2018NC183017,Crop,BAU,BAU,X,X,X,C3C ,3,CeC3,CeC3-3,1,Ap1,0,5,S2018NC183017-1,CeC3-3-1,59.97616202,19.19272957,20.83110842,sandy clay loam,1.703715772,1.703715772,0.475827807,1.92,0.15,34.49612403,2.867078758,,,,,,,,4.227260136,358.0604982,134.3085106,366.0638298,169.3569845,343.113879,349.787234,716.5824496,9811.107009,,,191288,NC-183-SWSHA-C3C-0_5-03232018
