Bulk_Density,POX_C,ACE,Bglucosidase,Bglucosaminidase,Alkaline Phosphatase,Acid Phosphatase
1.319614748,51.31679718,1156.749555,8.467947654,28.43358534,51.14741461,57.90940708
1.24811069,142.9667675,1361.880775,14.20349351,12.90284452,104.3012481,51.00616084
1.18,13.9,1479.8,173.5174061,-1.909634299,1.522666425,4.286001093
1.282124447,188.8867155,1304.265997,34.54868336,30.06022412,137.0242764,177.6715225
1.571523262,68.82552726,739.9859428,6.727937025,4.147383735,35.66317128,9.549107589
1.14,125.0,980.2,103.748829,10.50602663,187.9054543,6.961172049
1.269239791,389.5283529,3227.247185,67.5017613,44.57900088,147.660917,389.6314171
0.98,370.0,5806.5,19.28753963,34.14606148,41.67016467,14.52105928
1.0,89.0,1613.3,13.73044633,34.75944687,12.4047292,3.264464196
1.451378905,323.7936061,5259.48936,69.80500962,52.33230919,37.85263261,278.1636191
1.687951854,715.6870953,2258.814084,118.4163701,68.26241135,268.5815603,91.10125647
1.12,167.4,3633.5,49.21919396,33.93918976,48.14105043,4.89797417
1.420685092,755.3441247,6595.633501,96.06855166,111.348686,430.9240607,318.0944672
0.99,331.1,4455.8,20.69785415,26.14414693,85.04612597,6.133120708
1.26107726,263.3781049,3952.456051,40.14048144,14.53586301,20.88436862,185.0042255
1.07,4.2,1138.3,84.88314419,112.4953443,11.28983841,14.60294429
1.247045803,516.1209555,4335.920929,107.4900379,70.12128506,137.196627,772.9020677
1.67946359,716.5317691,7351.388373,469.3238434,298.5460993,1524.539007,333.2446415
1.149574228,60.83809338,900.7460461,8.11489379,3.016430382,29.55508221,6.951733074
1.157023325,201.2362192,1545.742602,7.921683836,33.47246937,133.9669896,179.3657589
1.244338646,69.26770179,746.8992991,13.1861962,6.593615031,60.74595826,49.79993386
1.252307599,355.7771108,3167.781283,151.2082572,94.88018071,73.00508462,251.2685607
1.332111515,276.3173384,2232.66495,82.87903168,49.2379457,89.05932031,282.662037
1.83819412,717.1230408,4931.264225,329.0213523,111.2588652,253.8652482,291.954915
1.356008841,185.8611094,2423.903584,52.23986006,40.18281485,91.41160688,408.2117027
0.6,71.1,1900.0,22.86434316,5.723822989,49.29339584,37.34952949
0.65,21.1,6528.4,42.12026841,0.430357072,35.16510989,110.7618132
1.205828396,293.2310519,2790.840928,61.93924111,62.71055478,167.4686797,559.4827936
1.693893638,713.4740497,32.99038857,7.829181495,4.69858156,23.54609929,65.54323725
1.801755217,716.4979822,8356.489636,181.7259786,123.8475177,327.2695035,271.0236511
1.242825403,30.26102979,598.9641405,2.940653243,7.699644517,19.26288748,0.0
1.09,11.1,3032.1,12.30108423,-3.311378228,55.64189985,5.987081481
1.275985684,353.096475,2228.380139,97.52335949,99.76033877,139.6402868,264.8286475
1.381085966,715.7860678,2108.577427,24.73309609,14.71631206,31.73758865,37.24945135
1.41,0.0,858.8,47.9168684,109.0492237,-1.7800433,4.629840671
1.099749226,191.8462114,1148.850841,16.37466137,15.41482615,102.3423371,35.4797673
0.96,0.0,663.2,23.86418348,24.59016077,14.10022851,97.61830731
1.541044262,716.63313,5665.757043,357.2241993,127.4822695,347.4822695,150.0258684
2.069438673,715.0789301,2374.316604,55.96085409,25.0,43.61702128,35.58758315
1.235582603,204.0002792,1344.609485,28.80387574,29.81549561,159.2259237,132.966327
1.313141353,82.96796981,679.277582,9.707956896,1.815322189,33.55386546,15.04941599
0.988779284,182.1208369,972.6680341,17.31785567,9.842765721,63.1565172,16.57877742
1.07,0.0,465.1,66.53587854,25.3327227,146.527374,7.427515979
1.667216238,718.0643319,18518.57237,459.3594306,130.2304965,183.6524823,248.2443307
1.28,150.8,4209.9,39.32244273,13.32581422,-2.039566884,16.5043802
1.05,268.3,12816.4,16.08357444,95.85759752,-1.289943576,81.06327724
1.30281053,85.34827197,985.3843784,17.96953464,14.37690971,126.4799054,53.32120638
0.79,178.4,4599.8,545.3756475,1012.002893,1012.002893,800.4740205
0.85,150.2,9478.8,105.2098665,64.43269397,73.41894073,81.91796992
1.181437776,344.9368563,2461.449876,80.68170507,73.9870211,166.9720427,315.8525336
1.386861016,716.2614735,12306.11497,515.5160142,103.3687943,455.6028369,257.405765
1.15,9.9,895.0,117.0567621,51.68839733,-1.44037425,22.33086366
1.676189545,715.146504,6941.620381,229.4128114,78.10283688,196.7730496,109.1019956
0.859146172,715.7546692,2632.117859,173.5142349,59.92907801,149.964539,129.0983001
0.848903191,804.88751,9426.343241,300.1675475,232.2420865,187.5867225,1213.105306
2.076168654,713.6767715,235.2308628,8.362989324,23.40425532,66.75531915,27.75314117
1.301807464,136.6379125,1050.942989,19.81168938,14.55961764,87.13107154,44.50161707
1.35582614,114.4786293,978.5156264,17.88363358,12.39310188,89.35164835,45.59611024
1.27401251,140.353864,918.8265868,14.12402587,5.580381832,66.29173208,63.32894942
0.69,78.8,935.2,28.43726738,28.7227533,-2.144296472,4.608010776
1.703715772,716.5824496,9811.107009,358.0604982,134.3085106,366.0638298,169.3569845
0.9,255.9,7360.3,139.6740217,40.80527438,28.60573604,52.18307554
1.316326125,277.5474589,2788.854055,146.3145789,94.78466704,64.33891189,267.0293886
1.02,296.2,3576.7,77.90746,5.575556539,7.134984281,14.12579642
1.552867201,715.6702018,8416.164988,221.227758,83.42198582,540.7092199,190.4065041
1.48,3.2,1060.4,32.05517634,75.3894961,-1.942046027,4.041558397
0.755067817,790.1523559,8031.437568,363.6390617,224.1615306,554.8579222,1153.592549
0.67,92.1,3069.1,86.4450126,82.52237913,-1.996975351,7.300193974
1.274231752,32.94375984,671.7349802,11.14650821,11.36476779,39.85930713,9.724208067
1.30271227,149.2055318,890.9087509,15.39529336,4.921386946,53.55928086,36.88719586
1.266184298,141.3337094,1479.365685,10.18159008,37.67744986,124.5028858,157.0156901
1.382474426,85.33141607,1231.495655,8.612422129,30.10179957,104.8387097,31.11844872
1.422439024,258.9569196,3096.102026,55.62581285,30.54198416,33.86268898,211.5965788
1.495227211,502.5348065,8372.095404,93.35614948,85.73990423,23.15384886,350.5526555
1.114623921,463.4168682,5259.397507,128.7078761,71.27198985,46.88768364,356.2771414
1.010264954,467.06125,3644.687592,153.0885663,125.6486157,231.0562144,366.5120743
1.303390875,108.2541898,780.0120151,12.91823779,6.539921505,56.53358041,44.9608911
0.77,455.7,5510.1,15.50045893,15.25815627,-0.650260126,2.896465264
1.1,52.3,866.1,89.7069368,26.60440891,67.02738926,16.39268326
1.965214922,713.2037541,-26.18731115,2.046263345,3.014184397,119.1134752,36.66297118
1.23,15.0,633.0,70.29272007,90.89659285,17.61587898,34.68347271
0.72,217.5,4773.8,11.6185992,68.79980323,9.667618469,4.025501918
1.957064457,715.2721736,1647.568694,41.10320285,21.54255319,57.35815603,33.44789357
1.986738733,716.1115341,8127.482892,80.96085409,34.4858156,35.28368794,69.58302853
1.052908473,716.6669169,12791.12489,513.9857651,174.4680851,472.8900709,291.9733925
0.87,337.2,6044.4,137.0804145,0.232485233,0.586745766,14.25185817
1.06,166.0,1982.9,70.08011254,-2.856285345,7.531977403,31.09418961
0.66,181.0,5982.7,53.53384999,136.0864456,4.779400841,93.4795374
1.23,120.2,6393.0,20.91306462,29.98539339,4.820347638,4.173501831
1.07,780.0,8189.2,13.17429058,1.002054738,14.9126075,111.1584033
1.05,140.1,4253.7,29.79448659,-0.113692038,23.47104124,5.031596403
1.13,0.0,5377.9,17.82664896,30.55595898,-0.576528838,11.90008834
1.843044556,716.7851713,9184.274527,322.4733096,152.748227,334.0070922,162.5757576
1.425069922,22.13582551,690.8648431,3.939624963,12.50985065,62.29523142,14.49589182
1.056744158,340.7884063,6423.777877,372.7618853,198.9023364,407.4875823,217.2604016
0.898058292,717.3257626,22290.392,669.1992883,231.7021277,810.9397163,327.7383592
1.404807631,717.4271234,7974.487241,627.8914591,233.4751773,794.1134752,354.3569845
0.77,279.4,4386.1,88.51679472,65.86847891,0.039703535,25.37952236
1.2,15.1,1091.9,30.39839744,27.96103981,-1.806710491,14.82642484
1.11023909,496.1191361,7997.775606,77.5806569,104.407741,32.47043952,275.5157323
1.330169661,176.5478985,980.748882,23.1997772,23.3774639,145.3962749,108.9936067
1.347896905,260.5444967,3306.533768,42.45556901,24.95279199,27.90919701,190.5578139
1.348993112,114.8989293,920.0610306,10.67635757,3.899329094,31.36507937,47.08592508
1.093467113,271.637624,2663.114414,59.3133297,26.8509824,89.20421406,250.5818284
1.774532143,714.2173627,426.7786434,8.451957295,9.485815603,64.45035461,40.37694013
1.334554492,50.75555898,597.3974625,5.725139307,2.772838603,2.681270799,43.36105713
0.7,203.0,4395.1,137.0165618,52.63690862,3.715893793,4.402069622
0.885735767,786.8414849,8543.854045,295.2529472,198.2024995,252.2991116,1233.332415
1.297909837,232.1893612,1396.868939,49.7716698,60.97654074,161.9880556,259.389234
0.88,180.6,2058.4,42.98433828,18.28301711,23.25524801,11.08751766
0.76,530.8,7492.9,92.32492971,49.98644567,11.3304166,11.3955559
1.237749962,54.41209103,612.7242275,9.518221808,6.412173484,37.99063276,38.97908736
0.72,239.1,3834.1,23.34964471,128.7698575,5.848384824,77.21936041
1.239654231,181.7329974,1305.876934,16.92758988,29.3034341,181.2741017,80.95431583
1.11,91.1,2837.1,77.28267586,-0.860057856,2.656195968,5.859979175
1.129093861,174.9101156,1549.790517,8.369213489,36.26796813,128.1006407,212.3492063
0.74,195.0,4541.6,64.58523648,47.19228137,127.7668136,74.17642318
1.07,868.8,5341.0,14.21152829,104.1452083,41.92049772,19.02403924
1.447331369,208.9353296,2686.59299,46.7275111,34.25954397,72.80283081,340.5398413
1.13,10.7,1895.5,14.70807833,0.573183247,17.33266499,32.74762122
1.12,280.8,6160.3,50.35545288,2.521850481,75.47523771,158.547201
1.14,4.7,910.7,19.15149722,20.45609782,0.244794689,4.589651762
1.35,205.9,4634.8,62.38330053,6.221847173,18.69457857,95.12056811
1.348136077,100.7556373,974.3877582,18.56152928,14.21059661,101.0118723,69.36636537
0.686664461,646.5499446,6214.649214,366.3830187,241.6724775,426.2003686,314.6632496
1.678978546,716.4304083,3856.015653,202.1886121,65.60283688,100.141844,162.6644494
1.811880503,713.2375411,90.83367803,29.27046263,3.191489362,14.53900709,38.73244642
0.88,14.0,8515.7,13.23454594,25.33187286,22.36742352,2.949039764
1.67146037,716.3121539,7476.86167,370.8718861,157.8014184,342.4822695,291.0051737
1.536133195,717.02168,7554.663409,569.0213523,165.8687943,286.4893617,282.9342203
1.158472226,362.9474192,2338.539093,90.67066393,119.006076,140.4093466,247.3350999
1.164903311,108.6906986,939.6905534,10.4326747,6.321350261,33.03511576,46.20846729
1.23,120.2,1891.3,20.91306462,29.98539339,4.820347638,4.173501831
1.602462913,716.5226494,5929.907312,183.683274,65.95744681,122.322695,92.77900961
0.83,195.2,8081.0,41.53201848,3.472295263,3.685572028,41.15119938
1.3557896,254.00174,2072.477653,86.58806373,41.49892835,61.68391701,222.0269757
1.09,1.3,857.5,23.43578307,2.193054756,86.70509933,6.615656863
1.333901987,97.51167357,952.6992929,2.869245658,22.70600337,93.35801124,29.57291464
0.98,0.0,770.6,40.02480219,22.78730739,8.692041252,33.19207165
1.570935076,717.5115908,6308.445243,503.3985765,222.6595745,815.4255319,376.9918699
1.23,2.0,902.7,69.12641741,172.7801952,12.89971697,12.81879149
1.27,175.0,2736.4,22.52255252,0.78935573,18.40674838,27.10484996
0.75,133.1,4082.8,591.8856592,2468.208703,2468.208703,446.4727833
1.63,0.0,450.8,97.02980198,-3.209783142,126.1843525,15.59879644
1.208459294,370.9124584,3911.428246,134.5850181,146.796147,214.4459355,677.303384
1.256107786,66.72662176,616.7019767,8.087520493,7.385072942,22.49679804,3.116921706
1.196135612,269.2099257,2384.416613,18.90282083,55.0479764,163.1100721,477.6547701
1.06,166.0,3849.3,70.08011254,-2.856285345,7.531977403,31.09418961
1.210213226,485.644181,4229.080263,116.7597607,63.01246734,128.6839345,706.2322124
1.210944031,331.1311172,2171.893607,34.87184885,41.95496254,132.7080497,292.6887004
0.98,119.3,10618.3,100.5708247,11.67770131,-1.952589396,15.29497613
2.087445918,713.9977475,1723.998276,13.96797153,7.890070922,37.5,13.37767923
1.182150311,430.636523,6269.299132,50.4142004,38.9644676,38.58895435,289.1995216
0.96,0.0,3325.8,19.00675299,7.084135065,-1.110981333,5.879156761
1.3557896,828.1734547,6518.869454,157.6381994,92.93264955,483.968254,1087.450651
2.20900998,714.4369779,2055.551664,56.85053381,24.91134752,42.71276596,67.41315595
1.275108718,352.1231229,7197.889825,46.27142361,43.09834953,33.58508758,230.5231616
1.420685092,459.1304348,6834.202952,54.69240416,47.25891735,40.35378441,268.2230102
0.99,27.9,5128.6,39.39446615,79.35439187,0.552317942,7.882867476
0.58,384.8,5861.1,16.69415678,25.61602841,2.511339878,16.44252847
0.991180501,134.245917,1005.107081,12.4982018,10.83977531,90.78582439,18.51972148
